Key,Value
data_34_dialogue_62_turn_1_frag_0_backchannel_text,
data_34_dialogue_63_turn_n,64
data_34_dialogue_63_turn_speaker,B
data_34_dialogue_63_turn_0_yes_n,102
data_34_dialogue_63_turn_0_yes_sp-act,ackn
data_34_dialogue_63_turn_0_yes_text,"
yeah
"
data_34_dialogue_64_turn_n,65
data_34_dialogue_64_turn_speaker,A
data_34_dialogue_64_turn_0_decl_n,103
data_34_dialogue_64_turn_0_decl_sp-act,inform
data_34_dialogue_64_turn_0_decl_polarity,positive
data_34_dialogue_64_turn_0_decl_topic,arrival-time
data_34_dialogue_64_turn_0_decl_mode,
data_34_dialogue_64_turn_0_decl_text,"
you arrive in Wilmslow for 16 25 "
data_34_dialogue_64_turn_0_decl_0_pause_text,
data_34_dialogue_64_turn_1_decl_n,104
data_34_dialogue_64_turn_1_decl_sp-act,inform
data_34_dialogue_64_turn_1_decl_polarity,positive
data_34_dialogue_64_turn_1_decl_topic,time-from
data_34_dialogue_64_turn_1_decl_mode,
data_34_dialogue_64_turn_1_decl_text,"
then it's a train from Wilmslow at 16 46
"
data_34_dialogue_65_turn_n,66
data_34_dialogue_65_turn_speaker,B
data_34_dialogue_65_turn_0_dm_n,105
data_34_dialogue_65_turn_0_dm_sp-act,expressRegret
data_34_dialogue_65_turn_0_dm_mode,
data_34_dialogue_65_turn_0_dm_text,"
oh sorry
"
data_34_dialogue_65_turn_1_imp_n,106
data_34_dialogue_65_turn_1_imp_sp-act,hold
data_34_dialogue_65_turn_1_imp_polarity,positive
data_34_dialogue_65_turn_1_imp_topic,hold
data_34_dialogue_65_turn_1_imp_mode,manage
data_34_dialogue_65_turn_1_imp_text,"
hold the line
"
data_34_dialogue_66_turn_n,67
data_34_dialogue_66_turn_speaker,A
data_34_dialogue_66_turn_0_yes_n,107
data_34_dialogue_66_turn_0_yes_sp-act,accept
data_34_dialogue_66_turn_0_yes_text,"
yeah
"
data_34_dialogue_67_turn_n,68
data_34_dialogue_67_turn_speaker,B
data_34_dialogue_67_turn_0_frag_n,108
data_34_dialogue_67_turn_0_frag_sp-act,inform
data_34_dialogue_67_turn_0_frag_polarity,positive
data_34_dialogue_67_turn_0_frag_topic,
data_34_dialogue_67_turn_0_frag_mode,
data_34_dialogue_67_turn_0_frag_0_pause_length,14s
data_34_dialogue_67_turn_0_frag_0_pause_text,
data_34_dialogue_67_turn_0_frag_1_event_type,tape_cuts_off
data_34_dialogue_67_turn_0_frag_1_event_text,
data_34_dialogue_67_turn_0_frag_2_comment_content,laughs
data_34_dialogue_67_turn_0_frag_2_comment_text,
data_34_dialogue_68_turn_n,69
data_34_dialogue_68_turn_speaker,A
data_34_dialogue_68_turn_0_dm_n,109
data_34_dialogue_68_turn_0_dm_sp-act,init
data_34_dialogue_68_turn_0_dm_text,"
now
"
data_34_dialogue_68_turn_1_q-yn_n,110
data_34_dialogue_68_turn_1_q-yn_sp-act,reqInfo
data_34_dialogue_68_turn_1_q-yn_polarity,positive
data_34_dialogue_68_turn_1_q-yn_topic,railcard
data_34_dialogue_68_turn_1_q-yn_mode,closed
data_34_dialogue_68_turn_1_q-yn_text,"
do you have a railcard at all
"
data_34_dialogue_69_turn_n,70
data_34_dialogue_69_turn_speaker,B
data_34_dialogue_69_turn_0_no_n,111
data_34_dialogue_69_turn_0_no_sp-act,answ
data_34_dialogue_69_turn_0_no_mode,closure
data_34_dialogue_69_turn_0_no_text,"
erm no
"
data_34_dialogue_70_turn_n,71
data_34_dialogue_70_turn_speaker,A
data_34_dialogue_70_turn_0_no_n,112
data_34_dialogue_70_turn_0_no_sp-act,echo
data_34_dialogue_70_turn_0_no_text,"
no
"
data_34_dialogue_70_turn_1_dm_n,113
data_34_dialogue_70_turn_1_dm_sp-act,init
data_34_dialogue_70_turn_1_dm_text,"
erm well
"
data_34_dialogue_70_turn_2_decl_n,114
data_34_dialogue_70_turn_2_decl_sp-act,inform
data_34_dialogue_70_turn_2_decl_polarity,positive
data_34_dialogue_70_turn_2_decl_topic,fare-avail
data_34_dialogue_70_turn_2_decl_mode,
data_34_dialogue_70_turn_2_decl_text,"
the cheapest fare available is going to be the Apex at 26 pounds 50 return "
data_34_dialogue_70_turn_2_decl_0_pause_text,
data_34_dialogue_70_turn_3_frag_n,115
data_34_dialogue_70_turn_3_frag_sp-act,refer
data_34_dialogue_70_turn_3_frag_polarity,positive
data_34_dialogue_70_turn_3_frag_topic,fare
data_34_dialogue_70_turn_3_frag_mode,deixis
data_34_dialogue_70_turn_3_frag_text,"
and on the return
"
data_34_dialogue_70_turn_4_frag_n,116
data_34_dialogue_70_turn_4_frag_sp-act,init
data_34_dialogue_70_turn_4_frag_polarity,positive
data_34_dialogue_70_turn_4_frag_topic,
data_34_dialogue_70_turn_4_frag_mode,report
data_34_dialogue_70_turn_4_frag_text,"
like i was saying "
data_34_dialogue_70_turn_4_frag_0_pause_text,
data_34_dialogue_70_turn_5_decl_n,117
data_34_dialogue_70_turn_5_decl_sp-act,inform
data_34_dialogue_70_turn_5_decl_polarity,positive
data_34_dialogue_70_turn_5_decl_topic,to-from
data_34_dialogue_70_turn_5_decl_mode,
data_34_dialogue_70_turn_5_decl_text,"
it's a bus from Macclesfield to Wilmslow
"
data_34_dialogue_70_turn_6_frag_n,118
data_34_dialogue_70_turn_6_frag_sp-act,inform
data_34_dialogue_70_turn_6_frag_polarity,positive
data_34_dialogue_70_turn_6_frag_topic,departure-time
data_34_dialogue_70_turn_6_frag_mode,
data_34_dialogue_70_turn_6_frag_text,"
departing 15 55
"
data_34_dialogue_71_turn_n,72
data_34_dialogue_71_turn_speaker,B
data_34_dialogue_71_turn_0_decl_n,119
data_34_dialogue_71_turn_0_decl_sp-act,accept
data_34_dialogue_71_turn_0_decl_polarity,positive
data_34_dialogue_71_turn_0_decl_topic,
data_34_dialogue_71_turn_0_decl_mode,reassurance-appreciate
data_34_dialogue_71_turn_0_decl_text,"
that's fine
"
data_34_dialogue_72_turn_n,73
data_34_dialogue_72_turn_speaker,A
data_34_dialogue_72_turn_0_decl_n,120
data_34_dialogue_72_turn_0_decl_sp-act,inform
data_34_dialogue_72_turn_0_decl_polarity,positive
data_34_dialogue_72_turn_0_decl_topic,time-from
data_34_dialogue_72_turn_0_decl_mode,
data_34_dialogue_72_turn_0_decl_text,"
then it's a train from Wilmslow at 16 46
"
data_34_dialogue_73_turn_n,74
data_34_dialogue_73_turn_speaker,B
data_34_dialogue_73_turn_0_yes_n,121
data_34_dialogue_73_turn_0_yes_sp-act,ackn
data_34_dialogue_73_turn_0_yes_text,"
yes
"
data_34_dialogue_74_turn_n,75
data_34_dialogue_74_turn_speaker,A
data_34_dialogue_74_turn_0_frag_n,122
data_34_dialogue_74_turn_0_frag_sp-act,inform
data_34_dialogue_74_turn_0_frag_polarity,positive
data_34_dialogue_74_turn_0_frag_topic,location-time-arrival
data_34_dialogue_74_turn_0_frag_mode,
data_34_dialogue_74_turn_0_frag_text,"
arriving in Euston at 19 13
"
data_34_dialogue_75_turn_n,76
data_34_dialogue_75_turn_speaker,B
data_34_dialogue_75_turn_0_dm_n,123
data_34_dialogue_75_turn_0_dm_sp-act,ackn
data_34_dialogue_75_turn_0_dm_polarity,positive
data_34_dialogue_75_turn_0_dm_text,"
ok
"
data_34_dialogue_76_turn_n,77
data_34_dialogue_76_turn_speaker,A
data_34_dialogue_76_turn_0_decl_n,124
data_34_dialogue_76_turn_0_decl_sp-act,inform
data_34_dialogue_76_turn_0_decl_polarity,positive
data_34_dialogue_76_turn_0_decl_topic,day-time
data_34_dialogue_76_turn_0_decl_mode,
data_34_dialogue_76_turn_0_decl_text,"
and that's going out on the Saturday the seventeenth at 13 50
"
data_34_dialogue_77_turn_n,78
data_34_dialogue_77_turn_speaker,B
data_34_dialogue_77_turn_0_dm_n,125
data_34_dialogue_77_turn_0_dm_sp-act,init
data_34_dialogue_77_turn_0_dm_text,"
now
"
data_34_dialogue_77_turn_1_q-yn_n,126
data_34_dialogue_77_turn_1_q-yn_sp-act,reqInfo
data_34_dialogue_77_turn_1_q-yn_polarity,positive
data_34_dialogue_77_turn_1_q-yn_topic,day
data_34_dialogue_77_turn_1_q-yn_mode,closed
data_34_dialogue_77_turn_1_q-yn_text,"
can i go earlier on the Saturday "
data_34_dialogue_77_turn_1_q-yn_0_pause_text,
data_34_dialogue_77_turn_2_imp_n,127
data_34_dialogue_77_turn_2_imp_sp-act,hold
data_34_dialogue_77_turn_2_imp_polarity,positive
data_34_dialogue_77_turn_2_imp_topic,hold
data_34_dialogue_77_turn_2_imp_mode,manage
data_34_dialogue_77_turn_2_imp_text,"
just hold the line
"
data_34_dialogue_77_turn_3_dm_n,128
data_34_dialogue_77_turn_3_dm_sp-act,expressRegret
data_34_dialogue_77_turn_3_dm_mode,regret
data_34_dialogue_77_turn_3_dm_text,"
sorry
"
data_34_dialogue_78_turn_n,79
data_34_dialogue_78_turn_speaker,A
data_34_dialogue_78_turn_0_yes_n,129
data_34_dialogue_78_turn_0_yes_sp-act,answ
data_34_dialogue_78_turn_0_yes_mode,closure
data_34_dialogue_78_turn_0_yes_text,"
yeah "
data_34_dialogue_78_turn_0_yes_0_pause_text,
data_34_dialogue_78_turn_1_decl_n,130
data_34_dialogue_78_turn_1_decl_sp-act,answElab
data_34_dialogue_78_turn_1_decl_polarity,positive
data_34_dialogue_78_turn_1_decl_topic,
data_34_dialogue_78_turn_1_decl_mode,reassurance
data_34_dialogue_78_turn_1_decl_text,"
that's ok
"
data_34_dialogue_78_turn_2_decl_n,131
data_34_dialogue_78_turn_2_decl_sp-act,inform
data_34_dialogue_78_turn_2_decl_polarity,positive
data_34_dialogue_78_turn_2_decl_topic,time
data_34_dialogue_78_turn_2_decl_mode,
data_34_dialogue_78_turn_2_decl_text,"
it's the 7 45 in the morning
"
data_34_dialogue_78_turn_3_decl_n,132
data_34_dialogue_78_turn_3_decl_sp-act,inform
data_34_dialogue_78_turn_3_decl_polarity,positive
data_34_dialogue_78_turn_3_decl_topic,avail
data_34_dialogue_78_turn_3_decl_mode,
data_34_dialogue_78_turn_3_decl_text,"
it's the best available
"
data_34_dialogue_79_turn_n,80
data_34_dialogue_79_turn_speaker,B
data_34_dialogue_79_turn_0_decl_n,133
data_34_dialogue_79_turn_0_decl_sp-act,confirm
data_34_dialogue_79_turn_0_decl_polarity,positive
data_34_dialogue_79_turn_0_decl_topic,time
data_34_dialogue_79_turn_0_decl_mode,exists-constrain
data_34_dialogue_79_turn_0_decl_text,"
but abouts there's nothing at 10 o'clockish
"
data_34_dialogue_80_turn_n,81
data_34_dialogue_80_turn_speaker,A
data_34_dialogue_80_turn_0_no_n,134
data_34_dialogue_80_turn_0_no_sp-act,ackn
data_34_dialogue_80_turn_0_no_text,"
no
"
data_34_dialogue_80_turn_1_decl_n,135
data_34_dialogue_80_turn_1_decl_sp-act,inform
data_34_dialogue_80_turn_1_decl_polarity,positive
data_34_dialogue_80_turn_1_decl_topic,avail
data_34_dialogue_80_turn_1_decl_mode,
data_34_dialogue_80_turn_1_decl_text,"
they've all now being booked up
"
data_34_dialogue_81_turn_n,82
data_34_dialogue_81_turn_speaker,B
data_34_dialogue_81_turn_0_frag_n,136
data_34_dialogue_81_turn_0_frag_sp-act,confirm
data_34_dialogue_81_turn_0_frag_polarity,positive
data_34_dialogue_81_turn_0_frag_topic,enum
data_34_dialogue_81_turn_0_frag_mode,
data_34_dialogue_81_turn_0_frag_text,"
07 45
"
data_34_dialogue_82_turn_n,83
data_34_dialogue_82_turn_speaker,A
data_34_dialogue_82_turn_0_yes_n,137
data_34_dialogue_82_turn_0_yes_sp-act,ackn
data_34_dialogue_82_turn_0_yes_0_overlap_type,start
data_34_dialogue_82_turn_0_yes_0_overlap_text,
data_34_dialogue_83_turn_n,84
data_34_dialogue_83_turn_speaker,B
data_34_dialogue_83_turn_0_frag_n,138
data_34_dialogue_83_turn_0_frag_sp-act,exclaim
data_34_dialogue_83_turn_0_frag_polarity,positive
data_34_dialogue_83_turn_0_frag_topic,
data_34_dialogue_83_turn_0_frag_mode,expletive
data_34_dialogue_83_turn_0_frag_text,"
oh god "
data_34_dialogue_83_turn_0_frag_0_overlap_type,end
data_34_dialogue_83_turn_0_frag_0_overlap_text,
data_34_dialogue_83_turn_0_frag_1_comment_content,laughs
data_34_dialogue_83_turn_0_frag_1_comment_text,
data_34_dialogue_83_turn_1_frag_n,139
data_34_dialogue_83_turn_1_frag_sp-act,reqInfo
data_34_dialogue_83_turn_1_frag_polarity,positive
data_34_dialogue_83_turn_1_frag_topic,number
data_34_dialogue_83_turn_1_frag_mode,closure
data_34_dialogue_83_turn_1_frag_text,"
what even to to any one of those stations
"
data_34_dialogue_84_turn_n,85
data_34_dialogue_84_turn_speaker,A
data_34_dialogue_84_turn_0_frag_n,140
data_34_dialogue_84_turn_0_frag_sp-act,answ
data_34_dialogue_84_turn_0_frag_polarity,positive
data_34_dialogue_84_turn_0_frag_topic,number
data_34_dialogue_84_turn_0_frag_mode,
data_34_dialogue_84_turn_0_frag_text,"
even to any one of those stations
"
data_34_dialogue_85_turn_n,86
data_34_dialogue_85_turn_speaker,B
data_34_dialogue_85_turn_0_no_n,141
data_34_dialogue_85_turn_0_no_sp-act,exclaim
data_34_dialogue_85_turn_0_no_text,"
oh no
"
data_34_dialogue_85_turn_1_decl_n,142
data_34_dialogue_85_turn_1_decl_sp-act,confirm
data_34_dialogue_85_turn_1_decl_polarity,positive
data_34_dialogue_85_turn_1_decl_topic,fare
data_34_dialogue_85_turn_1_decl_mode,
data_34_dialogue_85_turn_1_decl_0_pause_text,
data_34_dialogue_86_turn_n,87
data_34_dialogue_86_turn_speaker,A
data_34_dialogue_86_turn_0_dm_n,143
data_34_dialogue_86_turn_0_dm_sp-act,ackn
data_34_dialogue_86_turn_0_dm_polarity,positive
data_34_dialogue_86_turn_0_dm_text,"
aha
"
data_34_dialogue_87_turn_n,88
data_34_dialogue_87_turn_speaker,B
data_34_dialogue_87_turn_0_q-yn_n,144
data_34_dialogue_87_turn_0_q-yn_sp-act,reqInfo
data_34_dialogue_87_turn_0_q-yn_polarity,positive
data_34_dialogue_87_turn_0_q-yn_topic,avail
data_34_dialogue_87_turn_0_q-yn_mode,closed-exists
data_34_dialogue_87_turn_0_q-yn_text,"
is there anything a little is there anything available more expensively if you see what i mean "
data_34_dialogue_87_turn_0_q-yn_0_pause_text,
data_34_dialogue_87_turn_1_decl_n,145
data_34_dialogue_87_turn_1_decl_sp-act,unclassifiable
data_34_dialogue_87_turn_1_decl_polarity,positive
data_34_dialogue_87_turn_1_decl_topic,time
data_34_dialogue_87_turn_1_decl_mode,
data_34_dialogue_87_turn_1_decl_text,"
that's at the right time what
"
data_34_dialogue_88_turn_n,89
data_34_dialogue_88_turn_speaker,A
data_34_dialogue_88_turn_0_dm_n,146
data_34_dialogue_88_turn_0_dm_sp-act,init
data_34_dialogue_88_turn_0_dm_text,"
well
"
data_34_dialogue_88_turn_1_frag_n,147
data_34_dialogue_88_turn_1_frag_sp-act,reqInfo
data_34_dialogue_88_turn_1_frag_polarity,positive
data_34_dialogue_88_turn_1_frag_topic,enum
data_34_dialogue_88_turn_1_frag_mode,deixis
data_34_dialogue_88_turn_1_frag_text,"
on the 10 50 train
"
data_34_dialogue_89_turn_n,90
data_34_dialogue_89_turn_speaker,B
data_34_dialogue_89_turn_0_yes_n,148
data_34_dialogue_89_turn_0_yes_sp-act,answ
data_34_dialogue_89_turn_0_yes_text,"
yeah
"
data_34_dialogue_90_turn_n,91
data_34_dialogue_90_turn_speaker,A
data_34_dialogue_90_turn_0_frag_n,149
data_34_dialogue_90_turn_0_frag_sp-act,confirm
data_34_dialogue_90_turn_0_frag_polarity,positive
data_34_dialogue_90_turn_0_frag_topic,time-arrival
data_34_dialogue_90_turn_0_frag_mode,
data_34_dialogue_90_turn_0_frag_text,"
arriving at 13 30
"
data_34_dialogue_90_turn_1_decl_n,150
data_34_dialogue_90_turn_1_decl_sp-act,confirm
data_34_dialogue_90_turn_1_decl_polarity,positive
data_34_dialogue_90_turn_1_decl_topic,day
data_34_dialogue_90_turn_1_decl_mode,
data_34_dialogue_90_turn_1_decl_text,"
that's on Saturday the seventeenth
"
data_34_dialogue_91_turn_n,92
data_34_dialogue_91_turn_speaker,B
data_34_dialogue_91_turn_0_yes_n,151
data_34_dialogue_91_turn_0_yes_sp-act,ackn
data_34_dialogue_91_turn_0_yes_text,"
yeah
"
data_34_dialogue_92_turn_n,93
data_34_dialogue_92_turn_speaker,A
data_34_dialogue_92_turn_0_decl_n,152
data_34_dialogue_92_turn_0_decl_sp-act,answ
data_34_dialogue_92_turn_0_decl_polarity,positive
data_34_dialogue_92_turn_0_decl_topic,avail-fare
data_34_dialogue_92_turn_0_decl_mode,
data_34_dialogue_92_turn_0_decl_text,"
the super advance is available
"
data_34_dialogue_92_turn_1_decl_n,153
data_34_dialogue_92_turn_1_decl_sp-act,answElab
data_34_dialogue_92_turn_1_decl_polarity,positive
data_34_dialogue_92_turn_1_decl_topic,fare
data_34_dialogue_92_turn_1_decl_mode,
data_34_dialogue_92_turn_1_decl_text,"
and that's 30 pounds return
"
data_34_dialogue_93_turn_n,94
data_34_dialogue_93_turn_speaker,B
data_34_dialogue_93_turn_0_q-yn_n,154
data_34_dialogue_93_turn_0_q-yn_sp-act,expressOpinion
data_34_dialogue_93_turn_0_q-yn_polarity,negative
data_34_dialogue_93_turn_0_q-yn_topic,
data_34_dialogue_93_turn_0_q-yn_mode,closed
data_34_dialogue_93_turn_0_q-yn_text,"
oh that's not bad is it
"
data_34_dialogue_94_turn_n,95
data_34_dialogue_94_turn_speaker,A
data_34_dialogue_94_turn_0_decl_n,155
data_34_dialogue_94_turn_0_decl_sp-act,inform
data_34_dialogue_94_turn_0_decl_polarity,positive
data_34_dialogue_94_turn_0_decl_topic,fare
data_34_dialogue_94_turn_0_decl_mode,closure
data_34_dialogue_94_turn_0_decl_text,"
that's for an extra 3 pounds 50 "
data_34_dialogue_94_turn_0_decl_0_overlap_type,start
data_34_dialogue_94_turn_0_decl_0_overlap_text,
data_34_dialogue_95_turn_n,96
data_34_dialogue_95_turn_speaker,B
data_34_dialogue_95_turn_0_dm_n,156
data_34_dialogue_95_turn_0_dm_sp-act,init
data_34_dialogue_95_turn_0_dm_text,"
well "
data_34_dialogue_95_turn_0_dm_0_overlap_type,end
data_34_dialogue_95_turn_0_dm_0_overlap_text,
data_34_dialogue_95_turn_1_frag_n,157
data_34_dialogue_95_turn_1_frag_sp-act,accept
data_34_dialogue_95_turn_1_frag_polarity,positive
data_34_dialogue_95_turn_1_frag_topic,
data_34_dialogue_95_turn_1_frag_mode,reassurance-appreciate
data_34_dialogue_95_turn_1_frag_text,"
yeah that's fine erm
"
data_34_dialogue_96_turn_n,97
data_34_dialogue_96_turn_speaker,A
data_34_dialogue_96_turn_0_decl_n,158
data_34_dialogue_96_turn_0_decl_sp-act,inform
data_34_dialogue_96_turn_0_decl_polarity,positive
data_34_dialogue_96_turn_0_decl_topic,day-enum
data_34_dialogue_96_turn_0_decl_mode,
data_34_dialogue_96_turn_0_decl_text,"
and you'll be able to get the 10 50 going out on the "
data_34_dialogue_96_turn_0_decl_0_pause_text,
data_34_dialogue_97_turn_n,98
data_34_dialogue_97_turn_speaker,B
data_34_dialogue_97_turn_0_dm_n,159
data_34_dialogue_97_turn_0_dm_sp-act,ackn
data_34_dialogue_97_turn_0_dm_polarity,positive
data_34_dialogue_97_turn_0_dm_text,"
ok
"
data_34_dialogue_98_turn_n,99
data_34_dialogue_98_turn_speaker,A
data_34_dialogue_98_turn_0_decl_n,160
data_34_dialogue_98_turn_0_decl_sp-act,inform
data_34_dialogue_98_turn_0_decl_polarity,positive
data_34_dialogue_98_turn_0_decl_topic,time-arrival
data_34_dialogue_98_turn_0_decl_mode,
data_34_dialogue_98_turn_0_decl_text,"
and you arrive at 13 03 in Macclesfield
"
data_34_dialogue_99_turn_n,100
data_34_dialogue_99_turn_speaker,B
data_34_dialogue_99_turn_0_decl_n,161
data_34_dialogue_99_turn_0_decl_sp-act,confirm
data_34_dialogue_99_turn_0_decl_polarity,positive
data_34_dialogue_99_turn_0_decl_topic,enum
data_34_dialogue_99_turn_0_decl_mode,
data_34_dialogue_99_turn_0_decl_text,"
that's thir... 13 03
"
data_34_dialogue_100_turn_n,101
data_34_dialogue_100_turn_speaker,A
data_34_dialogue_100_turn_0_frag_n,162
data_34_dialogue_100_turn_0_frag_sp-act,ackn
data_34_dialogue_100_turn_0_frag_polarity,positive
data_34_dialogue_100_turn_0_frag_topic,enum
data_34_dialogue_100_turn_0_frag_mode,
data_34_dialogue_100_turn_0_frag_text,"
yes 13 03
"
data_34_dialogue_101_turn_n,102
data_34_dialogue_101_turn_speaker,B
data_34_dialogue_101_turn_0_dm_n,163
data_34_dialogue_101_turn_0_dm_sp-act,ackn
data_34_dialogue_101_turn_0_dm_polarity,positive
data_34_dialogue_101_turn_0_dm_text,"
ok
"
data_34_dialogue_102_turn_n,103
data_34_dialogue_102_turn_speaker,A
data_34_dialogue_102_turn_0_frag_n,164
data_34_dialogue_102_turn_0_frag_sp-act,refer
data_34_dialogue_102_turn_0_frag_polarity,positive
data_34_dialogue_102_turn_0_frag_topic,return
data_34_dialogue_102_turn_0_frag_mode,
data_34_dialogue_102_turn_0_frag_text,"
and returning
"
data_34_dialogue_102_turn_1_decl_n,165
data_34_dialogue_102_turn_1_decl_sp-act,inform-disc
data_34_dialogue_102_turn_1_decl_polarity,positive
data_34_dialogue_102_turn_1_decl_topic,enum
data_34_dialogue_102_turn_1_decl_mode,
data_34_dialogue_102_turn_1_decl_text,"
it's still the 15 55
"
data_34_dialogue_103_turn_n,104
data_34_dialogue_103_turn_speaker,B
data_34_dialogue_103_turn_0_yes_n,166
data_34_dialogue_103_turn_0_yes_sp-act,ackn
data_34_dialogue_103_turn_0_yes_text,"
yeah
"
data_34_dialogue_104_turn_n,105
data_34_dialogue_104_turn_speaker,A
data_34_dialogue_104_turn_0_frag_n,167
data_34_dialogue_104_turn_0_frag_sp-act,inform-cont
data_34_dialogue_104_turn_0_frag_polarity,positive
data_34_dialogue_104_turn_0_frag_topic,to-from
data_34_dialogue_104_turn_0_frag_mode,deixis
data_34_dialogue_104_turn_0_frag_text,"
from Macclesfield to Wilmslow
"
data_34_dialogue_104_turn_1_decl_n,168
data_34_dialogue_104_turn_1_decl_sp-act,inform
data_34_dialogue_104_turn_1_decl_polarity,positive
data_34_dialogue_104_turn_1_decl_topic,to-location-enum-from
data_34_dialogue_104_turn_1_decl_mode,
data_34_dialogue_104_turn_1_decl_text,"
and it's the 16 46 from Wilmslow to Euston "
data_34_dialogue_104_turn_1_decl_0_pause_text,
data_34_dialogue_104_turn_2_frag_n,169
data_34_dialogue_104_turn_2_frag_sp-act,inform
data_34_dialogue_104_turn_2_frag_polarity,positive
data_34_dialogue_104_turn_2_frag_topic,time-arrival
data_34_dialogue_104_turn_2_frag_mode,
data_34_dialogue_104_turn_2_frag_text,"
arriving at 19 13
"
data_34_dialogue_105_turn_n,106
data_34_dialogue_105_turn_speaker,B
data_34_dialogue_105_turn_0_frag_n,170
data_34_dialogue_105_turn_0_frag_sp-act,accept
data_34_dialogue_105_turn_0_frag_polarity,positive
data_34_dialogue_105_turn_0_frag_topic,
data_34_dialogue_105_turn_0_frag_mode,
data_34_dialogue_105_turn_0_frag_0_pause_text,
data_34_dialogue_106_turn_n,107
data_34_dialogue_106_turn_speaker,A
data_34_dialogue_106_turn_0_q-yn_n,171
data_34_dialogue_106_turn_0_q-yn_sp-act,reqDirect
data_34_dialogue_106_turn_0_q-yn_polarity,positive
data_34_dialogue_106_turn_0_q-yn_topic,preference-booking
data_34_dialogue_106_turn_0_q-yn_mode,closed
data_34_dialogue_106_turn_0_q-yn_text,"
do you want me to book that for you
"
data_34_dialogue_107_turn_n,108
data_34_dialogue_107_turn_speaker,B
data_34_dialogue_107_turn_0_yes_n,172
data_34_dialogue_107_turn_0_yes_sp-act,direct
data_34_dialogue_107_turn_0_yes_text,"
yeah
"
data_34_dialogue_107_turn_1_frag_n,173
data_34_dialogue_107_turn_1_frag_sp-act,uninterpretable
data_34_dialogue_107_turn_1_frag_polarity,positive
data_34_dialogue_107_turn_1_frag_topic,
data_34_dialogue_107_turn_1_frag_mode,abandon-closure
data_34_dialogue_107_turn_1_frag_text,"
le...
"
data_34_dialogue_107_turn_2_q-yn_n,174
data_34_dialogue_107_turn_2_q-yn_sp-act,hold
data_34_dialogue_107_turn_2_q-yn_polarity,positive
data_34_dialogue_107_turn_2_q-yn_topic,
data_34_dialogue_107_turn_2_q-yn_mode,closed
data_34_dialogue_107_turn_2_q-yn_text,"
can i just sorry just get a pen
"
data_34_dialogue_107_turn_3_frag_n,175
data_34_dialogue_107_turn_3_frag_sp-act,informIntent
data_34_dialogue_107_turn_3_frag_polarity,positive
data_34_dialogue_107_turn_3_frag_topic,
data_34_dialogue_107_turn_3_frag_mode,closure
data_34_dialogue_107_turn_3_frag_text,"
just going to phone my sister
"
data_34_dialogue_107_turn_4_frag_n,176
data_34_dialogue_107_turn_4_frag_sp-act,informIntent
data_34_dialogue_107_turn_4_frag_polarity,positive
data_34_dialogue_107_turn_4_frag_topic,verify
data_34_dialogue_107_turn_4_frag_mode,reassurance
data_34_dialogue_107_turn_4_frag_text,"
just check that ev... that's alright
"
data_34_dialogue_107_turn_5_decl_n,177
data_34_dialogue_107_turn_5_decl_sp-act,inform
data_34_dialogue_107_turn_5_decl_polarity,positive
data_34_dialogue_107_turn_5_decl_topic,enum
data_34_dialogue_107_turn_5_decl_mode,intent-reason-report
data_34_dialogue_107_turn_5_decl_text,"
cos that's who i'm going to go and stay with 6 em 2 6 5 5 6 8
"
data_34_dialogue_107_turn_6_frag_n,178
data_34_dialogue_107_turn_6_frag_sp-act,inform
data_34_dialogue_107_turn_6_frag_polarity,positive
data_34_dialogue_107_turn_6_frag_topic,
data_34_dialogue_107_turn_6_frag_mode,poss1-abandon
data_34_dialogue_107_turn_6_frag_text,"
and then i can just ca...
"
data_34_dialogue_107_turn_7_decl_n,179
data_34_dialogue_107_turn_7_decl_sp-act,unclassifiable
data_34_dialogue_107_turn_7_decl_polarity,positive
data_34_dialogue_107_turn_7_decl_topic,
data_34_dialogue_107_turn_7_decl_mode,
data_34_dialogue_107_turn_7_decl_text,"
you know then it's
"
data_34_dialogue_107_turn_8_frag_n,180
data_34_dialogue_107_turn_8_frag_sp-act,inform
data_34_dialogue_107_turn_8_frag_polarity,positive
data_34_dialogue_107_turn_8_frag_topic,
data_34_dialogue_107_turn_8_frag_mode,
data_34_dialogue_107_turn_8_frag_text,"
then it'll be great
"
data_34_dialogue_107_turn_9_frag_n,181
data_34_dialogue_107_turn_9_frag_sp-act,inform
data_34_dialogue_107_turn_9_frag_polarity,positive
data_34_dialogue_107_turn_9_frag_topic,
data_34_dialogue_107_turn_9_frag_mode,poss1
data_34_dialogue_107_turn_9_frag_text,"
then i can just "
data_34_dialogue_107_turn_9_frag_0_overlap_type,start
data_34_dialogue_107_turn_9_frag_0_overlap_text,
data_34_dialogue_107_turn_9_frag_1_unclear_length,3_syllables
data_34_dialogue_107_turn_9_frag_1_unclear_text,
data_34_dialogue_108_turn_n,109
data_34_dialogue_108_turn_speaker,A
data_34_dialogue_108_turn_0_dm_n,182
data_34_dialogue_108_turn_0_dm_sp-act,init
data_34_dialogue_108_turn_0_dm_text,"
now "
data_34_dialogue_108_turn_0_dm_0_overlap_type,end
data_34_dialogue_108_turn_0_dm_0_overlap_text,
data_34_dialogue_108_turn_1_q-yn_n,183
data_34_dialogue_108_turn_1_q-yn_sp-act,reqDirect
data_34_dialogue_108_turn_1_q-yn_polarity,positive
