Call_ID,Speaker,Conversation,Start,End,ConversationLower,ConversationLowerJoin,ConversationLowerJoinContracts,ConversationLowerJoinContractsNums,ConversationLowerJoinContractsNumsNoPunct,ConversationLowerJoinContractsNumsNoPunctTokens,ConversationLowerJoinContractsNumsNoPunctTokensSpell,ConversationLowerJoinContractsNumsNoPunctTokensSpellStem,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemma,ConversationLowerJoinContractsNumsNoPunctTokensSpellNoStop,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemmaNoStop
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Oh yes,20,23,oh yes,oh yes,oh yes,oh yes,oh yes,"['oh', 'yes']","['oh', 'yes']","['oh', 'ye']","['oh', 'yes']","['oh', 'yes']","['oh', 'yes']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Yes Lucy I want to apologize I've made a mistake on the reissue of your card when you talk together.,24,27,yes lucy i want to apologize i've made a mistake on the reissue of your card when you talk together.,yes lucy i want to apologize i've made a mistake on the reissue of your card when you talk together.,yes lucy i want to apologize i have made a mistake on the reissue of your card when you talk together.,yes lucy i want to apologize i have made a mistake on the reissue of your card when you talk #,yes lucy i want to apologize i have made a mistake on the reissue of your card when you talk,"['yes', 'lucy', 'i', 'want', 'to', 'apologize', 'i', 'have', 'made', 'a', 'mistake', 'on', 'the', 'reissue', 'of', 'your', 'card', 'when', 'you', 'talk']","['yes', 'lucy', 'i', 'want', 'to', 'apologize', 'i', 'have', 'made', 'a', 'mistake', 'on', 'the', 'reissue', 'of', 'your', 'card', 'when', 'you', 'talk']","['ye', 'luci', 'i', 'want', 'to', 'apolog', 'i', 'have', 'made', 'a', 'mistak', 'on', 'the', 'reissu', 'of', 'your', 'card', 'when', 'you', 'talk']","['yes', 'lucy', 'i', 'want', 'to', 'apologize', 'i', 'have', 'make', 'a', 'mistake', 'on', 'the', 'reissue', 'of', 'your', 'card', 'when', 'you', 'talk']","['yes', 'lucy', 'want', 'apologize', 'made', 'mistake', 'reissue', 'card', 'talk']","['yes', 'lucy', 'want', 'apologize', 'make', 'mistake', 'reissue', 'card', 'talk']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Two days ago.,28,29,two days ago.,two days ago.,two days ago.,# days #,days,['days'],['days'],['day'],['days'],['days'],['days']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So I've reissued to see what,35,37,so i've reissued to see what,so i've reissued to see what,so i have reissued to see what,so i have reissued to see what,so i have reissued to see what,"['so', 'i', 'have', 'reissued', 'to', 'see', 'what']","['so', 'i', 'have', 'reissued', 'to', 'see', 'what']","['so', 'i', 'have', 'reissu', 'to', 'see', 'what']","['so', 'i', 'have', 'reissue', 'to', 'see', 'what']","['reissued', 'see']","['reissue', 'see']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Are going to happen.,38,39,are going to happen.,are going to happen.,are going to happen.,are going to #,are going to,"['are', 'going', 'to']","['are', 'going', 'to']","['are', 'go', 'to']","['be', 'go', 'to']",['going'],['go']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,I've reissued the same card with the same expiry date without updating it.,42,47,i've reissued the same card with the same expiry date without updating it.,i've reissued the same card with the same expiry date without updating it.,i have reissued the same card with the same expiry date without updating it.,i have reissued the same card with the same expiry date without updating #,i have reissued the same card with the same expiry date without updating,"['i', 'have', 'reissued', 'the', 'same', 'card', 'with', 'the', 'same', 'expiry', 'date', 'without', 'updating']","['i', 'have', 'reissued', 'the', 'same', 'card', 'with', 'the', 'same', 'expiry', 'date', 'without', 'updating']","['i', 'have', 'reissu', 'the', 'same', 'card', 'with', 'the', 'same', 'expiri', 'date', 'without', 'updat']","['i', 'have', 'reissue', 'the', 'same', 'card', 'with', 'the', 'same', 'expiry', 'date', 'without', 'update']","['reissued', 'card', 'expiry', 'date', 'without', 'updating']","['reissue', 'card', 'expiry', 'date', 'without', 'update']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So I'm calling you to advise you that I'll be reassuring the card today.,48,50,so i'm calling you to advise you that i'll be reassuring the card today.,so i'm calling you to advise you that i'll be reassuring the card today.,so i am calling you to advise you that i will be reassuring the card today.,so i am calling you to advise you that i will be reassuring the card #,so i am calling you to advise you that i will be reassuring the card,"['so', 'i', 'am', 'calling', 'you', 'to', 'advise', 'you', 'that', 'i', 'will', 'be', 'reassuring', 'the', 'card']","['so', 'i', 'am', 'calling', 'you', 'to', 'advise', 'you', 'that', 'i', 'will', 'be', 'reassuring', 'the', 'card']","['so', 'i', 'am', 'call', 'you', 'to', 'advis', 'you', 'that', 'i', 'will', 'be', 'reassur', 'the', 'card']","['so', 'i', 'be', 'call', 'you', 'to', 'advise', 'you', 'that', 'i', 'will', 'be', 'reassure', 'the', 'card']","['calling', 'advise', 'reassuring', 'card']","['call', 'advise', 'reassure', 'card']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,With the right expiry date.,51,52,with the right expiry date.,with the right expiry date.,with the right expiry date.,with the right expiry #,with the right expiry,"['with', 'the', 'right', 'expiry']","['with', 'the', 'right', 'expiry']","['with', 'the', 'right', 'expiri']","['with', 'the', 'right', 'expiry']","['right', 'expiry']","['right', 'expiry']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So I'm just giving you it's gonna be two days late.,53,57,so i'm just giving you it's gonna be two days late.,so i'm just giving you it's gonna be two days late.,so i am just giving you it is gonna be two days late.,so i am just giving you it is gonna be # days #,so i am just giving you it is gonna be  days,"['so', 'i', 'am', 'just', 'giving', 'you', 'it', 'is', 'gonna', 'be', 'days']","['so', 'i', 'am', 'just', 'giving', 'you', 'it', 'is', 'gonna', 'be', 'days']","['so', 'i', 'am', 'just', 'give', 'you', 'it', 'is', 'gonna', 'be', 'day']","['so', 'i', 'be', 'just', 'give', 'you', 'it', 'be', 'gonna', 'be', 'days']","['giving', 'gonna', 'days']","['give', 'gonna', 'days']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Because I've made this mistake and I do wanna apologize,58,63,because i've made this mistake and i do wanna apologize,because i've made this mistake and i do wanna apologize,because i have made this mistake and i do wanna apologize,because i have made this mistake and i do wanna apologize,because i have made this mistake and i do wanna apologize,"['because', 'i', 'have', 'made', 'this', 'mistake', 'and', 'i', 'do', 'wanna', 'apologize']","['because', 'i', 'have', 'made', 'this', 'mistake', 'and', 'i', 'do', 'wanna', 'apologize']","['becaus', 'i', 'have', 'made', 'thi', 'mistak', 'and', 'i', 'do', 'wanna', 'apolog']","['because', 'i', 'have', 'make', 'this', 'mistake', 'and', 'i', 'do', 'wanna', 'apologize']","['made', 'mistake', 'wanna', 'apologize']","['make', 'mistake', 'wanna', 'apologize']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,For it.,64,66,for it.,for it.,for it.,for #,for,['for'],['for'],['for'],['for'],[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,1,I don't know what's going to happen to all the money that I got it then.,67,68,i don't know what's going to happen to all the money that i got it then.,i don't know what's going to happen to all the money that i got it then.,i do not know what is going to happen to all the money that i got it then.,i do not know what is going to happen to all the money that i got it #,i do not know what is going to happen to all the money that i got it,"['i', 'do', 'not', 'know', 'what', 'is', 'going', 'to', 'happen', 'to', 'all', 'the', 'money', 'that', 'i', 'got', 'it']","['i', 'do', 'not', 'know', 'what', 'is', 'going', 'to', 'happen', 'to', 'all', 'the', 'money', 'that', 'i', 'got', 'it']","['i', 'do', 'not', 'know', 'what', 'is', 'go', 'to', 'happen', 'to', 'all', 'the', 'money', 'that', 'i', 'got', 'it']","['i', 'do', 'not', 'know', 'what', 'be', 'go', 'to', 'happen', 'to', 'all', 'the', 'money', 'that', 'i', 'get', 'it']","['know', 'going', 'happen', 'money', 'got']","['know', 'go', 'happen', 'money', 'get']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Absolutely no worries.,69,71,absolutely no worries.,absolutely no worries.,absolutely no worries.,absolutely no #,absolutely no,"['absolutely', 'no']","['absolutely', 'no']","['absolut', 'no']","['absolutely', 'no']",['absolutely'],['absolutely']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So it's going to be the same thing is just gonna be two days late so when you receive your first card.,72,76,so it's going to be the same thing is just gonna be two days late so when you receive your first card.,so it's going to be the same thing is just gonna be two days late so when you receive your first card.,so it is going to be the same thing is just gonna be two days late so when you receive your first card.,so it is going to be the same thing is just gonna be # days late so when you receive your first #,so it is going to be the same thing is just gonna be  days late so when you receive your first,"['so', 'it', 'is', 'going', 'to', 'be', 'the', 'same', 'thing', 'is', 'just', 'gonna', 'be', 'days', 'late', 'so', 'when', 'you', 'receive', 'your', 'first']","['so', 'it', 'is', 'going', 'to', 'be', 'the', 'same', 'thing', 'is', 'just', 'gonna', 'be', 'days', 'late', 'so', 'when', 'you', 'receive', 'your', 'first']","['so', 'it', 'is', 'go', 'to', 'be', 'the', 'same', 'thing', 'is', 'just', 'gonna', 'be', 'day', 'late', 'so', 'when', 'you', 'receiv', 'your', 'first']","['so', 'it', 'be', 'go', 'to', 'be', 'the', 'same', 'thing', 'be', 'just', 'gonna', 'be', 'days', 'late', 'so', 'when', 'you', 'receive', 'your', 'first']","['going', 'thing', 'gonna', 'days', 'late', 'receive', 'first']","['go', 'thing', 'gonna', 'days', 'late', 'receive', 'first']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,If you see the expiry date is the same as the old card,77,82,if you see the expiry date is the same as the old card,if you see the expiry date is the same as the old card,if you see the expiry date is the same as the old card,if you see the expiry date is the same as the old card,if you see the expiry date is the same as the old card,"['if', 'you', 'see', 'the', 'expiry', 'date', 'is', 'the', 'same', 'as', 'the', 'old', 'card']","['if', 'you', 'see', 'the', 'expiry', 'date', 'is', 'the', 'same', 'as', 'the', 'old', 'card']","['if', 'you', 'see', 'the', 'expiri', 'date', 'is', 'the', 'same', 'as', 'the', 'old', 'card']","['if', 'you', 'see', 'the', 'expiry', 'date', 'be', 'the', 'same', 'as', 'the', 'old', 'card']","['see', 'expiry', 'date', 'old', 'card']","['see', 'expiry', 'date', 'old', 'card']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Do not,83,88,do not,do not,do not,do not,do not,"['do', 'not']","['do', 'not']","['do', 'not']","['do', 'not']",[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Call for it call,89,94,call for it call,call for it call,call for it call,call for it call,call for it call,"['call', 'for', 'it', 'call']","['call', 'for', 'it', 'call']","['call', 'for', 'it', 'call']","['call', 'for', 'it', 'call']","['call', 'call']","['call', 'call']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Only when you see different expiry date.,95,97,only when you see different expiry date.,only when you see different expiry date.,only when you see different expiry date.,only when you see different expiry #,only when you see different expiry,"['only', 'when', 'you', 'see', 'different', 'expiry']","['only', 'when', 'you', 'see', 'different', 'expiry']","['onli', 'when', 'you', 'see', 'differ', 'expiri']","['only', 'when', 'you', 'see', 'different', 'expiry']","['see', 'different', 'expiry']","['see', 'different', 'expiry']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Anymore more it's more a longer expired basically further,98,103,anymore more it's more a longer expired basically further,anymore more it's more a longer expired basically further,anymore more it is more a longer expired basically further,anymore more it is more a longer expired basically further,anymore more it is more a longer expired basically further,"['anymore', 'more', 'it', 'is', 'more', 'a', 'longer', 'expired', 'basically', 'further']","['anymore', 'more', 'it', 'is', 'more', 'a', 'longer', 'expired', 'basically', 'further']","['anymor', 'more', 'it', 'is', 'more', 'a', 'longer', 'expir', 'basic', 'further']","['anymore', 'more', 'it', 'be', 'more', 'a', 'longer', 'expire', 'basically', 'further']","['anymore', 'longer', 'expired', 'basically']","['anymore', 'longer', 'expire', 'basically']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Expiry date,104,105,expiry date,expiry date,expiry date,expiry date,expiry date,"['expiry', 'date']","['expiry', 'date']","['expiri', 'date']","['expiry', 'date']","['expiry', 'date']","['expiry', 'date']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Okay otherwise I can still use the one that I have got,106,110,okay otherwise i can still use the one that i have got,okay otherwise i can still use the one that i have got,okay otherwise i can still use the one that i have got,okay otherwise i can still use the # that i have got,okay otherwise i can still use the  that i have got,"['okay', 'otherwise', 'i', 'can', 'still', 'use', 'the', 'that', 'i', 'have', 'got']","['okay', 'otherwise', 'i', 'can', 'still', 'use', 'the', 'that', 'i', 'have', 'got']","['okay', 'otherwis', 'i', 'can', 'still', 'use', 'the', 'that', 'i', 'have', 'got']","['okay', 'otherwise', 'i', 'can', 'still', 'use', 'the', 'that', 'i', 'have', 'get']","['okay', 'otherwise', 'still', 'use', 'got']","['okay', 'otherwise', 'still', 'use', 'get']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Yes absolutely that won't change.,111,113,yes absolutely that won't change.,yes absolutely that won't change.,yes absolutely that will not change.,yes absolutely that will not #,yes absolutely that will not,"['yes', 'absolutely', 'that', 'will', 'not']","['yes', 'absolutely', 'that', 'will', 'not']","['ye', 'absolut', 'that', 'will', 'not']","['yes', 'absolutely', 'that', 'will', 'not']","['yes', 'absolutely']","['yes', 'absolutely']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So you'll keep,114,118,so you'll keep,so you'll keep,so you will keep,so you will keep,so you will keep,"['so', 'you', 'will', 'keep']","['so', 'you', 'will', 'keep']","['so', 'you', 'will', 'keep']","['so', 'you', 'will', 'keep']",['keep'],['keep']
988cb920-2e88-11e9-9291-4154e7eb25f4,1,The one but I just want to understand the one what I've got is still valid.,119,121,the one but i just want to understand the one what i've got is still valid.,the one but i just want to understand the one what i've got is still valid.,the one but i just want to understand the one what i have got is still valid.,the # but i just want to understand the # what i have got is still #,the  but i just want to understand the  what i have got is still,"['the', 'but', 'i', 'just', 'want', 'to', 'understand', 'the', 'what', 'i', 'have', 'got', 'is', 'still']","['the', 'but', 'i', 'just', 'want', 'to', 'understand', 'the', 'what', 'i', 'have', 'got', 'is', 'still']","['the', 'but', 'i', 'just', 'want', 'to', 'understand', 'the', 'what', 'i', 'have', 'got', 'is', 'still']","['the', 'but', 'i', 'just', 'want', 'to', 'understand', 'the', 'what', 'i', 'have', 'get', 'be', 'still']","['want', 'understand', 'got', 'still']","['want', 'understand', 'get', 'still']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,surely at the end of the month,122,125,surely at the end of the month,surely at the end of the month,surely at the end of the month,surely at the end of the month,surely at the end of the month,"['surely', 'at', 'the', 'end', 'of', 'the', 'month']","['surely', 'at', 'the', 'end', 'of', 'the', 'month']","['sure', 'at', 'the', 'end', 'of', 'the', 'month']","['surely', 'at', 'the', 'end', 'of', 'the', 'month']","['surely', 'end', 'month']","['surely', 'end', 'month']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Until 31 August.,126,127,until 31 august.,until 31 august.,until 31 august.,until # #,until,['until'],['until'],['until'],['until'],[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,1,So again I'm,141,142,so again i'm,so again i'm,so again i am,so again i am,so again i am,"['so', 'again', 'i', 'am']","['so', 'again', 'i', 'am']","['so', 'again', 'i', 'am']","['so', 'again', 'i', 'be']",[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Just to reissue just to reassure the card do you have a moment with me just so I can fill out the information and reissue the card.,143,145,just to reissue just to reassure the card do you have a moment with me just so i can fill out the information and reissue the card.,just to reissue just to reassure the card do you have a moment with me just so i can fill out the information and reissue the card.,just to reissue just to reassure the card do you have a moment with me just so i can fill out the information and reissue the card.,just to reissue just to reassure the card do you have a moment with me just so i can fill out the information and reissue the #,just to reissue just to reassure the card do you have a moment with me just so i can fill out the information and reissue the,"['just', 'to', 'reissue', 'just', 'to', 'reassure', 'the', 'card', 'do', 'you', 'have', 'a', 'moment', 'with', 'me', 'just', 'so', 'i', 'can', 'fill', 'out', 'the', 'information', 'and', 'reissue', 'the']","['just', 'to', 'reissue', 'just', 'to', 'reassure', 'the', 'card', 'do', 'you', 'have', 'a', 'moment', 'with', 'me', 'just', 'so', 'i', 'can', 'fill', 'out', 'the', 'information', 'and', 'reissue', 'the']","['just', 'to', 'reissu', 'just', 'to', 'reassur', 'the', 'card', 'do', 'you', 'have', 'a', 'moment', 'with', 'me', 'just', 'so', 'i', 'can', 'fill', 'out', 'the', 'inform', 'and', 'reissu', 'the']","['just', 'to', 'reissue', 'just', 'to', 'reassure', 'the', 'card', 'do', 'you', 'have', 'a', 'moment', 'with', 'me', 'just', 'so', 'i', 'can', 'fill', 'out', 'the', 'information', 'and', 'reissue', 'the']","['reissue', 'reassure', 'card', 'moment', 'fill', 'information', 'reissue']","['reissue', 'reassure', 'card', 'moment', 'fill', 'information', 'reissue']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Thank you very much Lucy won't be long okay.,151,153,thank you very much lucy won't be long okay.,thank you very much lucy won't be long okay.,thank you very much lucy will not be long okay.,thank you very much lucy will not be long #,thank you very much lucy will not be long,"['thank', 'you', 'very', 'much', 'lucy', 'will', 'not', 'be', 'long']","['thank', 'you', 'very', 'much', 'lucy', 'will', 'not', 'be', 'long']","['thank', 'you', 'veri', 'much', 'luci', 'will', 'not', 'be', 'long']","['thank', 'you', 'very', 'much', 'lucy', 'will', 'not', 'be', 'long']","['thank', 'much', 'lucy', 'long']","['thank', 'much', 'lucy', 'long']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Thank you.,156,161,thank you.,thank you.,thank you.,thank #,thank,['thank'],['thank'],['thank'],['thank'],['thank'],['thank']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Already just to confirm the address with you again please.,162,166,already just to confirm the address with you again please.,already just to confirm the address with you again please.,already just to confirm the address with you again please.,already just to confirm the address with you again #,already just to confirm the address with you again,"['already', 'just', 'to', 'confirm', 'the', 'address', 'with', 'you', 'again']","['already', 'just', 'to', 'confirm', 'the', 'address', 'with', 'you', 'again']","['alreadi', 'just', 'to', 'confirm', 'the', 'address', 'with', 'you', 'again']","['already', 'just', 'to', 'confirm', 'the', 'address', 'with', 'you', 'again']","['already', 'confirm', 'address']","['already', 'confirm', 'address']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Crystal Place CUE DALE,173,175,crystal place cue dale,crystal place cue dale,crystal place cue dale,crystal place cue dale,crystal place cue dale,"['crystal', 'place', 'cue', 'dale']","['crystal', 'place', 'cue', 'dale']","['crystal', 'place', 'cue', 'dale']","['crystal', 'place', 'cue', 'dale']","['crystal', 'place', 'cue', 'dale']","['crystal', 'place', 'cue', 'dale']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Thank,176,180,thank,thank,thank,thank,thank,['thank'],['thank'],['thank'],['thank'],['thank'],['thank']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,So please cue Dale.,187,189,so please cue dale.,so please cue dale.,so please cue dale.,so please cue #,so please cue,"['so', 'please', 'cue']","['so', 'please', 'cue']","['so', 'pleas', 'cue']","['so', 'please', 'cue']","['please', 'cue']","['please', 'cue']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,re assuring card.,199,201,re assuring card.,re assuring card.,re assuring card.,re assuring #,re assuring,"['re', 'assuring']","['re', 'assuring']","['re', 'assur']","['re', 'assure']",['assuring'],['assure']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Again his please just reissue did not update,202,205,again his please just reissue did not update,again his please just reissue did not update,again his please just reissue did not update,again his please just reissue did not update,again his please just reissue did not update,"['again', 'his', 'please', 'just', 'reissue', 'did', 'not', 'update']","['again', 'his', 'please', 'just', 'reissue', 'did', 'not', 'update']","['again', 'hi', 'pleas', 'just', 'reissu', 'did', 'not', 'updat']","['again', 'his', 'please', 'just', 'reissue', 'do', 'not', 'update']","['please', 'reissue', 'update']","['please', 'reissue', 'update']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Expiry,206,209,expiry,expiry,expiry,expiry,expiry,['expiry'],['expiry'],['expiri'],['expiry'],['expiry'],['expiry']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Thank you very much patience and comprehension.,210,215,thank you very much patience and comprehension.,thank you very much patience and comprehension.,thank you very much patience and comprehension.,thank you very much patience and #,thank you very much patience and,"['thank', 'you', 'very', 'much', 'patience', 'and']","['thank', 'you', 'very', 'much', 'patience', 'and']","['thank', 'you', 'veri', 'much', 'patienc', 'and']","['thank', 'you', 'very', 'much', 'patience', 'and']","['thank', 'much', 'patience']","['thank', 'much', 'patience']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,I do apologize again for my mistake.,216,217,i do apologize again for my mistake.,i do apologize again for my mistake.,i do apologize again for my mistake.,i do apologize again for my #,i do apologize again for my,"['i', 'do', 'apologize', 'again', 'for', 'my']","['i', 'do', 'apologize', 'again', 'for', 'my']","['i', 'do', 'apolog', 'again', 'for', 'my']","['i', 'do', 'apologize', 'again', 'for', 'my']",['apologize'],['apologize']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,And I've just reissued the card right,218,223,and i've just reissued the card right,and i've just reissued the card right,and i have just reissued the card right,and i have just reissued the card right,and i have just reissued the card right,"['and', 'i', 'have', 'just', 'reissued', 'the', 'card', 'right']","['and', 'i', 'have', 'just', 'reissued', 'the', 'card', 'right']","['and', 'i', 'have', 'just', 'reissu', 'the', 'card', 'right']","['and', 'i', 'have', 'just', 'reissue', 'the', 'card', 'right']","['reissued', 'card', 'right']","['reissue', 'card', 'right']"
988cb920-2e88-11e9-9291-4154e7eb25f4,2,The same as before card will stay active until you receive the new one you give us a call,229,231,the same as before card will stay active until you receive the new one you give us a call,the same as before card will stay active until you receive the new one you give us a call,the same as before card will stay active until you receive the new one you give us a call,the same as before card will stay active until you receive the new # you give us a call,the same as before card will stay active until you receive the new  you give us a call,"['the', 'same', 'as', 'before', 'card', 'will', 'stay', 'active', 'until', 'you', 'receive', 'the', 'new', 'you', 'give', 'us', 'a', 'call']","['the', 'same', 'as', 'before', 'card', 'will', 'stay', 'active', 'until', 'you', 'receive', 'the', 'new', 'you', 'give', 'us', 'a', 'call']","['the', 'same', 'as', 'befor', 'card', 'will', 'stay', 'activ', 'until', 'you', 'receiv', 'the', 'new', 'you', 'give', 'us', 'a', 'call']","['the', 'same', 'as', 'before', 'card', 'will', 'stay', 'active', 'until', 'you', 'receive', 'the', 'new', 'you', 'give', 'us', 'a', 'call']","['card', 'stay', 'active', 'receive', 'new', 'give', 'us', 'call']","['card', 'stay', 'active', 'receive', 'new', 'give', 'us', 'call']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,We'll,232,234,we'll,we'll,we will,we will,we will,"['we', 'will']","['we', 'will']","['we', 'will']","['we', 'will']",[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,2,Activate it,235,239,activate it,activate it,activate it,activate it,activate it,"['activate', 'it']","['activate', 'it']","['activ', 'it']","['activate', 'it']",['activate'],['activate']
988cb920-2e88-11e9-9291-4154e7eb25f4,1,For you.,240,244,for you.,for you.,for you.,for #,for,['for'],['for'],['for'],['for'],[],[]
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Hello hello.,252,256,hello hello.,hello hello.,hello hello.,hello #,hello,['hello'],['hello'],['hello'],['hello'],['hello'],['hello']
988cb920-2e88-11e9-9291-4154e7eb25f4,2,No worries Lucy thank you for calling australia post load and go and have a great,257,261,no worries lucy thank you for calling australia post load and go and have a great,no worries lucy thank you for calling australia post load and go and have a great,no worries lucy thank you for calling australia post load and go and have a great,no worries lucy thank you for calling australia post load and go and have a great,no worries lucy thank you for calling australia post load and go and have a great,"['no', 'worries', 'lucy', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'load', 'and', 'go', 'and', 'have', 'a', 'great']","['no', 'worries', 'lucy', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'load', 'and', 'go', 'and', 'have', 'a', 'great']","['no', 'worri', 'luci', 'thank', 'you', 'for', 'call', 'australia', 'post', 'load', 'and', 'go', 'and', 'have', 'a', 'great']","['no', 'worry', 'lucy', 'thank', 'you', 'for', 'call', 'australia', 'post', 'load', 'and', 'go', 'and', 'have', 'a', 'great']","['worries', 'lucy', 'thank', 'calling', 'australia', 'post', 'load', 'go', 'great']","['worry', 'lucy', 'thank', 'call', 'australia', 'post', 'load', 'go', 'great']"
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Bye-bye.,267,269,bye-bye.,bye bye.,bye bye.,bye #,bye,['bye'],['bye'],['bye'],['bye'],['bye'],['bye']
988cb920-2e88-11e9-9291-4154e7eb25f4,1,Bye-bye.,270,274,bye-bye.,bye bye.,bye bye.,bye #,bye,['bye'],['bye'],['bye'],['bye'],['bye'],['bye']
988cb920-2e88-11e9-9291-4154e7eb25f4,1,'s,275,276,'s,'s,'s,'s,s,['s'],['s'],['s'],['s'],[],[]
989cbeb0-2e88-11e9-9291-4154e7eb25f4,2,Hello Fiona this is Omar from Australia post loading go support how are you doing today.,13,15,hello fiona this is omar from australia post loading go support how are you doing today.,hello fiona this is omar from australia post loading go support how are you doing today.,hello fiona this is omar from australia post loading go support how are you doing today.,hello fiona this is omar from australia post loading go support how are you doing #,hello fiona this is omar from australia post loading go support how are you doing,"['hello', 'fiona', 'this', 'is', 'omar', 'from', 'australia', 'post', 'loading', 'go', 'support', 'how', 'are', 'you', 'doing']","['hello', 'fiona', 'this', 'is', 'omar', 'from', 'australia', 'post', 'loading', 'go', 'support', 'how', 'are', 'you', 'doing']","['hello', 'fiona', 'thi', 'is', 'omar', 'from', 'australia', 'post', 'load', 'go', 'support', 'how', 'are', 'you', 'do']","['hello', 'fiona', 'this', 'be', 'omar', 'from', 'australia', 'post', 'load', 'go', 'support', 'how', 'be', 'you', 'do']","['hello', 'fiona', 'omar', 'australia', 'post', 'loading', 'go', 'support']","['hello', 'fiona', 'omar', 'australia', 'post', 'load', 'go', 'support']"
989cbeb0-2e88-11e9-9291-4154e7eb25f4,1,Yeah I'm good thank you.,16,19,yeah i'm good thank you.,yeah i'm good thank you.,yeah i am good thank you.,yeah i am good thank #,yeah i am good thank,"['yeah', 'i', 'am', 'good', 'thank']","['yeah', 'i', 'am', 'good', 'thank']","['yeah', 'i', 'am', 'good', 'thank']","['yeah', 'i', 'be', 'good', 'thank']","['yeah', 'good', 'thank']","['yeah', 'good', 'thank']"
989cbeb0-2e88-11e9-9291-4154e7eb25f4,2,Thank you very much so.,20,25,thank you very much so.,thank you very much so.,thank you very much so.,thank you very much #,thank you very much,"['thank', 'you', 'very', 'much']","['thank', 'you', 'very', 'much']","['thank', 'you', 'veri', 'much']","['thank', 'you', 'very', 'much']","['thank', 'much']","['thank', 'much']"
989cbeb0-2e88-11e9-9291-4154e7eb25f4,2,If you have two minutes to talk I'll just it's in regards of your card reissue.,26,30,if you have two minutes to talk i'll just it's in regards of your card reissue.,if you have two minutes to talk i'll just it's in regards of your card reissue.,if you have two minutes to talk i will just it is in regards of your card reissue.,if you have # minutes to talk i will just it is in regards of your card #,if you have  minutes to talk i will just it is in regards of your card,"['if', 'you', 'have', 'minutes', 'to', 'talk', 'i', 'will', 'just', 'it', 'is', 'in', 'regards', 'of', 'your', 'card']","['if', 'you', 'have', 'minutes', 'to', 'talk', 'i', 'will', 'just', 'it', 'is', 'in', 'regards', 'of', 'your', 'card']","['if', 'you', 'have', 'minut', 'to', 'talk', 'i', 'will', 'just', 'it', 'is', 'in', 'regard', 'of', 'your', 'card']","['if', 'you', 'have', 'minutes', 'to', 'talk', 'i', 'will', 'just', 'it', 'be', 'in', 'regard', 'of', 'your', 'card']","['minutes', 'talk', 'regards', 'card']","['minutes', 'talk', 'regard', 'card']"
989cbeb0-2e88-11e9-9291-4154e7eb25f4,1,Uh-huh.,31,33,uh-huh.,uh huh.,uh huh.,uh #,uh,['uh'],['uh'],['uh'],['uh'],['uh'],['uh']
