ConversationIDDataImpl,SpeakerDataImpl,StartTimeDataImpl,EndTimeDataImpl,PlainTextDataImpl
26156741071732299,1,323,327, complete
26156741071732299,2,333,341, transaction %HESITATION the actual bill then %HESITATION the extra hold amounts will automatically release and I will go back to your card but if in case you will not get your money back by October first then you have to call us back to follow dispute
26156741071732299,1,342,345, like %HESITATION
26156741071732299,2,355,357, but as I said that like you're expecting to get that money back so it should go back to your card asin as margin will complete %HESITATION the painting okay
26156741071732299,1,360,364, okay
26156741071732299,2,373,375, usually when you use the card for %HESITATION Dallas then %HESITATION like this charger twenty percent of our extra hold on top of your actual bills for the transactions so it should automatically release and we'll go back to the card all right
26156741071732299,1,384,387, so anything else
26156741071732299,2,393,402, if I can help you know all right thank you very much for calling and you have a great day goodbye
26156741071738898,0,1,9,welcome to Siler post not then go support my name Sophia can have his have your card ID number
26156741071738898,1,11,15, my cod number did you say
26156741071738898,0,25,35, your car ID number
26156741071738898,1,38,46, %HESITATION yep my god
26156741071738898,0,53,61, ID number
26156741071738898,1,66,76, %HESITATION sorry this card has expired but the number ease two five zero four seven three five seven eight three double one six one five three
26156741071738898,0,77,79, one moment
26156741071738898,1,85,92, thank you
26156741071738898,0,99,100, can I have also your name
26156741071738898,1,107,111, Rachel cook
26156741071738898,0,116,126, and your access code
26156741071738898,1,131,138, %HESITATION is that my %HESITATION possibly five five four seven
26156741071738898,0,146,148, no it's six digits
26156741071738898,1,158,166, six digits
26156741071738898,0,176,180, mmhm
26156741071738898,1,190,193, three six three five three six
26156741071738898,0,194,203, no sorry
26156741071738898,1,212,216, %HESITATION yeah I don't know what it would be then
26156741071738898,0,224,225, can you confirm to me then your date of birth
26156741071738898,1,228,237, I'm sixteen because the six nineteen sixty nine
26156741071738898,0,239,242, and your full address
26156741071738898,1,252,257, a hundred and sixteen burns road spring road
26156741071738898,0,267,276, postal code
26156741071738898,1,285,293, %HESITATION two triple seven
26156741071738898,0,301,304, and what's your mobile phone number
26156741071738898,1,307,308, I four two seven eight oh two seven three to
26156741071738898,0,318,327, I still have a different one
26156741071738898,1,331,333, %HESITATION maybe my husband's might be on the account but that would be a really old one
26156741071738898,0,337,342, thank and what's your email then
26156741071738898,1,352,357, my email %HESITATION right to drew cook at Yahoo dot com dot a you
26156741071738898,0,366,370, okay so how can I help you today Michelle
26156741071738898,1,377,387, sorry %HESITATION we have an old loading go they travel account which this %HESITATION probably around three hundred to four hundred dollars in %HESITATION the cods expired account login online to the count I wanted to transfer that balance to my bank account
26156741071738898,0,395,396, okay that is not possible but we can do is just send you money order with the remaining balance
26156741071738898,1,397,403, so what can you do the refined it a money order
26156741071738898,0,412,419, yes
26156741071738898,1,427,428, have how would I go about doing that
26156741071738898,0,434,441, I can issue a %HESITATION myself on here from here and then you should be receiving in for ten business day
26156741071738898,1,449,451, I K. yep could we do
26156741071738898,0,458,460, yep %HESITATION so it's going to go to the address you confirm to me %HESITATION four hundred twenty six dollars forty nine cents
26156741071738898,1,464,465, yep that would be great
26156741071738898,0,474,477, okay and she's like I said once you receive the money order you can go to any post office to cash that out
26156741071738898,1,480,489, okay
26156741071738898,0,498,505, anything else I can help you with today
26156741071738898,1,509,515, no that's all thank you
26156741071738898,0,524,532, all right thank you for calling us and all of us have a good evening
26156741071738898,1,542,545, thank you
26156741071738898,0,546,547, bye bye bye
26156741071740384,0,1,8,welcome to Austria post learning will support my name is funny hello may I please have your car I. D. number
26156741071740384,1,15,16, yeah which number
26156741071740384,0,23,27, he's a number on the back of the card please
26156741071740384,1,28,30, yeah I tell you what
26156741071740384,0,38,41, yep
26156741071740384,1,46,49, two two four three six three seven nine seven seven one nine two zero three one nine
26156741071740384,0,57,64, thank you can I have your name an access code please
26156741071740384,1,69,74, %HESITATION Margaret Kelly unit two seven zero K. H. I. D. five has to Avenue Merola six oh three %HESITATION
26156741071740384,0,78,88, sorry is this six the the access code is her number six yeah it's
26156741071740384,1,91,93, six %HESITATION one zero zero two four one
26156741071740384,0,101,111, that's great thank you how can I help you
26156741071740384,1,113,115, %HESITATION my cat has expired and I've already paid fifty dollars in question was but died on the twenty second of June my cat had expired on the six digit %HESITATION it was six months slash nineteen
26156741071740384,0,118,121, okay so %HESITATION yes you have the fifty four dollars and sixty seven cents here %HESITATION so let me ask you for your full name again and your address so I can send you a morning weather
26156741071740384,1,127,136, it's Margaret all of Kelly
26156741071740384,0,144,154, can you spell your last name please
26156741071740384,1,158,162, G. U. E. double L. E. Y.
26156741071740384,0,169,175, you for
26156741071740384,1,180,184, I have to catch any mail
26156741071740384,0,192,202, all right and no we don't sell the learning %HESITATION car anymore right now you will find new cars but they're going to be handled my muster card
26156741071740384,1,210,213, all I see
26156741071740384,0,214,219, okay and what is your address Margaret
26156741071740384,1,227,230, %HESITATION you know it's two seven zero
26156741071740384,0,237,243, uhhuh
26156741071740384,1,251,260, camber I feel H. C. I. A. M. A. R. I. P. hi though H.
26156741071740384,0,267,269, mmhm
26156741071740384,1,270,279, eighty five Hester Avenue hi T. S. T. E. R.
26156741071740384,0,288,296, mmhm
26156741071740384,1,302,306, in Maryland M. A. double R. I.
26156741071740384,0,315,324, W.
26156741071740384,1,331,338, I.
26156741071740384,0,339,345, fourth ago
26156741071740384,1,347,355, six three yes
26156741071740384,0,358,363, true you and that's %HESITATION W. A. right
26156741071740384,1,370,379, that's right
26156741071740384,0,388,392, %HESITATION using a couple of seconds here I'm just going to update the address okay so you say the number is two seven zero or tools two
26156741071740384,1,402,405, two seven zero yes sorry
26156741071740384,0,412,415, two zero zero all right pitch I have it right here perfect so I'm gonna go head and send the request it will take fourteen business days to arrive %HESITATION once you receive it you can go to any post office and you will be able to cash out the check over there %HESITATION and the balance is %HESITATION use one six fifty four dollars and twenty eight cents
26156741071740384,1,421,422, fifty four dollars twenty
26156741071740384,0,428,437, fifty four and sixty seven sorry about that
26156741071740384,1,447,457, sorry fifty four sixty seven
26156741071740384,0,465,470, that's right
26156741071740384,1,478,480, I K. good and that that phone dies
26156741071740384,0,485,488, that's correct anything else I can help you with
26156741071740384,1,493,496, nah it sorry I can't get another
26156741071740384,0,497,503, you can get a new car but instead of being a visa card is going to be a master card
26156741071740384,1,513,522, %HESITATION %HESITATION I'm just a cat
26156741071740384,0,527,533, you can go anytime to the post office and they can help you with your new car with her
26156741071740384,1,536,539, good thank you very much for that
26156741071740384,0,545,549, not a problem have a great day and thank you for calling three opposed by
26156741071740384,1,554,556, thank you bye bye
21156517042117299,2,1,5,hi there this is Kevin how may I assist you today
21156517042117299,1,8,9, %HESITATION good how are you
21156517042117299,2,12,13, I'm fine how are you
21156517042117299,1,22,32, %HESITATION I'm calling you because I have %HESITATION %HESITATION questions
21156517042117299,2,42,50, sure
21156517042117299,1,60,69, I bought %HESITATION I change phones and I can you know assess my icon %HESITATION %HESITATION email and I'm trying to reset my password and mine you know in my new phone %HESITATION trying to get my %HESITATION
21156517042117299,2,79,81, hi
21156517042117299,1,84,94, %HESITATION %HESITATION well you %HESITATION okay can you send me to boarding the sticks damage
21156517042117299,2,96,103, %HESITATION no I'm really sorry only provide services in English
21156517042117299,1,106,111, all right so let me try again I bought a new home %HESITATION setting my %HESITATION my apps when I sit in my office I forgot my username and password so I'm trying to %HESITATION to get it main menu home %HESITATION a new password and my use and they but %HESITATION you but I use my I. clout %HESITATION G. email but E. any small and the system is not letting me use my G. email %HESITATION account %HESITATION that's why I'm having the problem
21156517042117299,2,120,125, I'm so sorry for that %HESITATION please
21156517042117299,1,128,134, hello hello
21156517042117299,2,144,147, please stay on the line I'm checking the details
21156517042117299,1,153,155, %HESITATION yes what I couldn't hear anything you were saying
21156517042117299,2,160,164, okay may I have your first and last name please
21156517042117299,1,172,182, okay he's not again M. A. R. I. E. L. L. A. C. A. R. A. B. A. L. L. O.
21156517042117299,2,188,191, okay merry only have the last four of your social security number
21156517042117299,1,193,197, ninety six five three
21156517042117299,2,202,211, thank you so much for that let me %HESITATION tell you what I've understood so we know we are in the same page you shifted your house and now you don't remember your user I. D. your password or and you don't even have access to your email account
21156517042117299,1,217,227, so my I. cloud account
21156517042117299,2,233,243, your iCloud dot com
21156517042117299,1,251,259, yes
21156517042117299,2,269,274, %HESITATION you don't even remember the password to your iCloud account
21156517042117299,1,276,284, no you know what I don't remember is that I don't have enough and an apple please stay with me I I just bought a %HESITATION zero eight and I'm trying to set it in my new home
21156517042117299,2,288,297, I'm so sorry to hear about that I apologize for the inconvenience what you need to do is that you need to send an email with these details to support at but your card dot com and they'll be able to assist you okay
21156517042117299,1,300,306, well caught on
21156517042117299,2,315,324, it's support at battle card dot com okay merry you
21156517042117299,1,332,341, all right thank you
21156517042117299,2,342,348, anything else I can help you with Maria
21156517042117299,1,356,363, no well wasn't
21156517042117299,2,372,374, thank you thank you so much for calling that'll take care of yourself bye
21156517042117299,1,384,392, what
21156517042138416,0,1,2,thank you for calling my card place my name is Steve how can I help you
21156517042138416,3,9,10, all right I have a question for you %HESITATION I have a thank you
21156517042138416,0,20,28, okay
21156517042138416,3,34,39, and I transfer money yesterday %HESITATION the parks account to %HESITATION play court and if there
21156517042138416,0,44,47, %HESITATION well sorry bout that can you please confirm your card number first
21156517042138416,3,56,61, sure it is six zero one one nine three four seven five zero zero eight zero two eight
21156517042138416,0,62,71, thank you so much and I would like to ask you what's your first and last name
21156517042138416,3,78,82, Shane assignment
21156517042138416,0,83,90, thank you and can I ask you what's your last four of your social and date of birth please miss Simon
21156517042138416,3,99,102, sure two three to four July twenty third thank you
21156517042138416,0,112,115, thank you in the address on the account physical address
21156517042138416,3,124,134, one fifteen or sixty First Street Philadelphia Pennsylvania one nine one three nine
21156517042138416,0,143,148, thank you so much you're not okay %HESITATION did you transfer that money from your gaming account for me venturing account like your vending
21156517042138416,3,153,155, came in account
21156517042138416,0,161,170, okay so %HESITATION when did you transfer that amount
21156517042138416,3,171,175, yesterday
21156517042138416,0,182,192, yesterday okay that will be take Mrs Simon %HESITATION twenty four to forty dollars I'm not saying it will be take the whole time but within this time frame %HESITATION like that money will be available on the card may I ask you how much is the amount
21156517042138416,3,202,209, %HESITATION my date to %HESITATION transaction one or calling for ten dollars
21156517042138416,0,214,221, I okay well %HESITATION I really apologize for that it's not received as of yet sorry about the delay I would request you to wait keep on checking on your account balance any time today %HESITATION or tomorrow the money will be available otherwise we are available twenty four by seven we can help you further
21156517042138416,3,229,234, the only reason why I'm asking because or and when you look on the website it says pending
21156517042138416,0,244,254, right that's right %HESITATION actually you were talking to a company who's providing prepaid debit card services for parks casino only an account so we don't know what happening over there once that will be cleared from the pending status it will be available on our site and then they can give it to you without any delay are you getting the point
21156517042138416,3,259,265, okay so you're saying so anytime just let me be clear so anytime I transfer money from the accounts of the car is gonna take twenty four to forty eight hours to get it
21156517042138416,0,266,273, right right
21156517042138416,3,277,278, well
21156517042138416,0,280,284, that's the maximum time it's not like that twenty four to forty eight hours will be the total time frame for example
21156517042138416,3,290,297, it was
21156517042138416,0,301,307, well it should be instant but that's up to the casino how fast they will release the snot funds will be available on the card it should be
21156517042138416,3,309,311, in and but
21156517042138416,0,314,316, they need to check a lot of things who is the card holder where that money's going so once they clear that it will be available on the card K.
21156517042138416,3,320,324, okay thank you
21156517042138416,0,328,332, hi my name anything else I can help you with
21156517042138416,3,336,337, that's it thank you
21156517042138416,0,347,353, thank you so much for calling have a great day bye
21156517042138416,3,356,364, you bye bye
21156517042138416,0,374,380, thank you
21156517042153923,2,1,5,welcome to Shelly opposed to letting go support this Richard may I have your card I. D. number please
21156517042153923,1,7,9, yeah an old one %HESITATION two four three eight three seven nine seven apple zero nine two three oh eight seven
21156517042153923,2,13,15, Q. one moment what is your first and last name please
21156517042153923,1,16,18, pardon thank you Patton
21156517042153923,2,25,28, what is your first and last name
21156517042153923,1,37,43, Mary McLeod
21156517042153923,2,48,55, okay and what is your %HESITATION you have a middle name by any chance
21156517042153923,1,57,60, Anna
21156517042153923,2,66,75, thank you and your six digit access code merry
21156517042153923,1,78,80, %HESITATION %HESITATION why don't you %HESITATION %HESITATION well I don't know that all of that is that on the car I'm just kind of like a just had cataract surgery and I'm having a lot of difficult
21156517042153923,2,90,91, apologize for to hear that ma'am %HESITATION %HESITATION merry the six digit is the one that you provide and create at the post office with the agent it's not on the card
21156517042153923,1,94,99, %HESITATION %HESITATION okay
21156517042153923,2,102,109, okay not a problem what is your date of birth
21156517042153923,1,110,117, three
21156517042153923,2,123,133, sorry I can barely hear you can you repeat that one more time please
21156517042153923,1,135,141, seven six fifty three
21156517042153923,2,148,158, thank you any what is your address
21156517042153923,1,168,170, %HESITATION he %HESITATION box one one
21156517042153923,2,172,174, okay
21156517042153923,1,180,190, three
21156517042153923,2,199,206, that's that's not the address we have on file merry you have a
21156517042153923,1,212,217, hi I'm a jurist possibly
21156517042153923,2,224,226, okay what is that
21156517042153923,1,230,234, hearing unit full %HESITATION she Collins C. O. L. L. I. N. S. three I'm gonna Queensland
21156517042153923,2,243,247, and what is a post code
21156517042153923,1,253,257, four R. one two
21156517042153923,2,265,275, okay thank you for that information can you just confirm also your phone number
21156517042153923,1,280,282, I've four three eight four two hi thousand
21156517042153923,2,289,290, thank you for that how can I help you today
21156517042153923,1,293,298, %HESITATION I went to the post office yes did die to put some more money onto the Scots but the lady told me it's going to expire and be close to an old blue cod not to do that but she said to ring you and finalize she's cod and get anything that's credited on it return to me and I took I had a new raid cod
21156517042153923,2,303,304, okay my suggestion merry
21156517042153923,1,307,317, you wanted to finalize his one
21156517042153923,2,326,331, okay my suggestion is first %HESITATION to go to an ATM and withdraw the funds or spend down the five time
21156517042153923,1,338,346, I can't I've never been to an I. G. N. a lot I'm not a young lady
21156517042153923,2,351,360, okay
21156517042153923,1,365,368, it's really nice
21156517042153923,2,373,379, %HESITATION
21156517042153923,1,387,392, I'm sorry
21156517042153923,2,395,399, okay so the options it's going to an ATM would join the funds you saying you never went to an ATM it's that %HESITATION I understand that
21156517042153923,1,402,410, but pretty online
21156517042153923,2,413,419, yep
21156517042153923,1,422,430, I think that might be on my way I okay
21156517042153923,2,434,435, and at the other option is spent down the funds on the card like a pay by or %HESITATION %HESITATION you know purchased
21156517042153923,1,443,444, good I just just don't think I can do that
21156517042153923,2,452,457, okay so if %HESITATION if you want to terminate but the card we will have to send you a money order that could take up to fourteen business days so %HESITATION that's the only %HESITATION other option we have okay so you preferred %HESITATION %HESITATION us to send you for %HESITATION a money order
21156517042153923,1,458,464, %HESITATION %HESITATION %HESITATION
21156517042153923,2,468,469, okay %HESITATION not a problem then
21156517042153923,1,474,480, I can just find that one on a card of the bank
21156517042153923,2,482,484, yes no not a problem
21156517042153923,1,486,496, okay %HESITATION
21156517042153923,2,503,511, I will process that right now B. size that %HESITATION it's something else I could do for you today
21156517042153923,1,515,524, nine nine nine well I just want to finalize the mountain out my new one
21156517042153923,2,532,535, not a problem everything will be closed %HESITATION after I submit this morning order %HESITATION
21156517042153923,1,542,547, that'd be awfully okay very much in doing things not a problem nice hourly %HESITATION it would push you get through your nine
21156517042153923,2,551,557, not a problem
21156517042153923,1,562,565, this is good thank
21156517042153923,2,569,570, okay thank you again
21156517042153923,1,577,581, %HESITATION
21156517042153923,2,588,593, calling loading %HESITATION support
21156517042153923,1,601,608, bye bye bye
21156741015812019,0,1,11,hi there my name is Chris I may help you
21156741015812019,2,12,18, hi %HESITATION I'm basically just calling in %HESITATION because I'm trying to order stuff on Walmart dot com and %HESITATION we ordered keep getting cancelled basically because of the card I don't know if you guys think it's on north arrive but I'm not getting like you know the usual tax with like did you make this this purchase or %HESITATION so basically I just need to clear up the problem so I can purchase what I need to purchase from the card
21156741015812019,0,21,30, I'm sorry for the inconvenience you may have your name please
21156741015812019,2,35,36, sure it's Gina my old up
21156741015812019,0,45,51, thanks so much and I may have the last four of your social security number
21156741015812019,2,54,64, last four one seven three two
21156741015812019,0,69,71, all right stay with me online I appreciate it
21156741015812019,2,81,88, no problem
21156741015812019,0,91,95, all right thanks for the patience I really appreciated well I do see here that you have attempted some transactions with Walmart for the minute four hundred twenty two dollars and sixteen cents right
21156741015812019,2,100,101, correct yes
21156741015812019,0,111,115, K. %HESITATION
21156741015812019,2,116,123, so probably as you can see H. I tried it several times saying that with me %HESITATION I thought it was like the website to be honest with you because I always I have used the card before I didn't have a problem and %HESITATION just this weekend it was giving me problems so
21156741015812019,0,127,137, actually about %HESITATION this transaction I can see here attempted twice today %HESITATION not today but %HESITATION on August the twenty fourth is the one that I can see we here at Walmart dot com four hundred twenty two dollars and sixteen cents August twenty fourth and back in August when the through the actions to transactions regarding one of the twenty fourth it was %HESITATION about the transaction type the merchant was trying to make a particular type of transaction %HESITATION which card was not %HESITATION you know recognizing
21156741015812019,2,138,145, yeah that may
21156741015812019,0,148,156, not have been
21156741015812019,2,157,160, hi can I can I prevent this from happening by I use the car basically for business purposes I buy and then pay it back so %HESITATION that's yeah it's just inconvenient while I'm trying you know to purchase an item and then
21156741015812019,0,168,171, well %HESITATION unfortunately as if the %HESITATION you know the type of the transactions are concerned if there's any particular type of production which car does not recognize %HESITATION we actually cannot you know make you know that transaction %HESITATION be posted or weeks we cannot make card let that transaction go through because if the car does not recognize it it's not going to let it go %HESITATION that particular transaction that the Walmart dot com was a time thing on August the twenty fourth that transaction is not like %HESITATION a simple transaction it was some other kind of attraction which I'm I I cannot even see exactly the deep %HESITATION what type of action they were attentive but it was not the signature based %HESITATION like a credit transaction it you can actually make the transaction with Walmart that's not a problem you can even use a car right now as well it's open you have got the credit limit available the card should have only use for the credit option this is the only option the card works but you can you cannot even
21156741015812019,2,181,189, it is credit so I'm I'm just confused I've I've made the same transaction online before and you guys sent me a text saying was that you I said yes and then it went through like I don't get why I just don't understand if it
21156741015812019,0,190,194, on the twenty seventh you did make some transactions with Walmart dot com but those transaction I'm sorry the credit transactions on pending those are the simple try to transactions and related with but then go to the card did accept those transactions but the one that I can see we here on the twenty fourth of August those were not the simple credit transactions
21156741015812019,2,199,208, %HESITATION I'm I'm not even talk I'm talking about %HESITATION %HESITATION like this past weekend it's September I tried to make a purchase %HESITATION it's telling me could you verify payment information so I'm just asking for now is it %HESITATION so you are you telling me I can't make this purchase with the card anymore or
21156741015812019,0,209,217, no nothing that %HESITATION first of all the one you're talking about in the month of September I don't see that transaction declined by the card %HESITATION the only thing that I can hear declined by the card is the one on the twenty fourth of August twenty seven that they did let you made the transaction Walmart dot come later %HESITATION the one first September this last past weekend %HESITATION I cannot see them the card is
21156741015812019,2,223,227, O. okay I
21156741015812019,0,233,242, they must break issue or maybe some other reason the card is just fine %HESITATION you should be able to make this an act
21156741015812019,2,243,251, yeah that's what I thought too %HESITATION so what you're telling me it's not all right yeah I was just because they're telling me to contact you and then you're telling me it you know so I don't know so if I if I try to be like this again my question is that going to work or is there something I need to do
21156741015812019,0,260,267, and I need to do anything it should let you make the transaction
21156741015812019,2,274,281, okay I'm sorry this is so difficult and thank you for your patience
21156741015812019,0,288,294, not a problem I appreciate that anything else I may help you with
21156741015812019,2,301,304, no thank you I appreciate it
21156741015812019,0,305,314, thanks for us you know thank you for calling FedEx anything else that I may help you apart from this issue
22156509401811202,1,1,4,I
22156509401811202,0,11,15, thought we weren't doing it
22156509401811202,1,17,23, is just a test thank you for calling to say B. C. C. conversion course services this is the niece hi
22156509401811202,0,31,38, transaction and we click save payment information we locked out and log back in and the card information is not based no you don't click anything
22156509401811202,1,48,50, can you give me the phone number associated to your card don't don't continue with
22156509401811202,0,52,54, yep it's six one three six one nine zero two one zero three
22156509401811202,1,57,64, six can you
22156509401811202,0,66,72, four one three six one nine zero two one zero
22156509401811202,1,74,78, zero two one zero uhhuh uhhuh
22156509401811202,0,83,85, K. C.
22156509401811202,1,88,93, can you confirm the name in your car
22156509401811202,0,97,98, David celebrate
22156509401811202,1,99,100, and it's possible to speak with the but %HESITATION cardholder
22156509401811202,0,105,113, hello I'm fine David Sosa hello
22156509401811202,1,116,122, thank you %HESITATION can you let none of the above your date of birth
22156509401811202,0,129,134, Levin said three fifty what
22156509401811202,1,144,152, okay and your email address
22156509401811202,0,160,162, D. P. Salisbury %HESITATION G. email dot com
22156509401811202,1,172,177, okay thank you what exactly wanted me to do it
22156509401811202,0,184,187, well just tell us %HESITATION if we have an ability to save the card information what do we have to re enter it every time
22156509401811202,1,189,193, you're not east %HESITATION what exactly is the message you're getting when you try to do it
22156509401811202,0,195,200, well on the payment page there's a box after student filling out your information the card number expiry date name on card it has a box of the that we clicked when we just did a transaction that says save my credit debit card details when we log that back in log back in we were making another payment and it did not save the credit card and debit card details why is that
22156509401811202,1,210,220, sometimes the so so you so with the system %HESITATION much you treat you loaded the first time
22156509401811202,0,226,234, %HESITATION twenty euros yeah
22156509401811202,1,238,242, I can see here then they can just simply a you shoot don't push okay don't try to save the card today maybe tomorrow you can try again and it's we okay sometimes it's just the it's just a a problem with the system cool closed lower
22156509401811202,0,243,248, yourself under the account number
22156509401811202,1,253,260, no no I can not you just have to close every seeing %HESITATION give a couple hours and then you can try again okay does that
22156509401811202,0,266,274, box the details
22156509401811202,1,282,288, yeah just just that try again if you if you it even if you can try tomorrow better yet this time is is the system okay
22156509401811202,0,298,300, okay okay thank you
22156509401811202,1,304,309, no problem
21156247558557990,0,1,3,thank you for calling M. C. %HESITATION customer services this is Sadie how can I help you today
21156247558557990,3,7,8, yes %HESITATION I've met a chilly for %HESITATION by did not get my referral code
21156247558557990,0,9,17, K.
21156247558557990,3,25,35, hello
21156247558557990,0,36,44, yeah I'm listening to you you did not get your before we open may I have your card number please
21156247558557990,3,45,55, my car numbers to you on this call Ron at Yahoo dot com dot S. G. O. U.
21156247558557990,0,58,60, number
21156247558557990,3,68,76, she %HESITATION my visa card number has not arrived yet
21156247558557990,0,81,86, okay so you just sign up for the card
21156247558557990,3,88,91, yes
21156247558557990,0,94,95, okay may I have your email address please
21156247558557990,3,99,105, okay Chu CH GW %HESITATION this call Ron R. O. N. at Yahoo dot com the S. G.
21156247558557990,0,115,122, thank you and %HESITATION could you spell your first and last name
21156247558557990,3,130,136, it's U. S. A. N. C. H. A. W. K. I. N. K. I. N. G. W. O. N. joking with
21156247558557990,0,142,144, choking word and %HESITATION may I have your so the email address you already provide me may I have your call back number please
21156247558557990,3,151,161, %HESITATION that is %HESITATION is the court sixty five phone number is nine seven eight one two one three three
21156247558557990,0,171,181, thank you what I can do for you is I'm going to send an email to the back office and %HESITATION mobile %HESITATION so my email if you want she email in twenty four hours you may check back with us is there anything else I
21156247558557990,3,190,196, %HESITATION you've got my email correct right
21156247558557990,0,202,203, yes is C. H. E. W. underscore run R. O. N. at Yahoo dot com dot SG
21156247558557990,3,208,212, yes
21156247558557990,0,218,222, all right anything else I can help you with
21156247558557990,3,231,234, all right that's that's all
21156247558557990,0,242,248, not a Michigan thank you for calling them she'll customer services have a great day goodbye
21156247558560449,0,1,2,welcome to us try to post a lot to go support my name is sealed may I please have your card I. D. number
21156247558560449,1,3,12, G. two four three six three seven nine seven nine four zero three
21156247558560449,0,22,32, ma'am I'm so sorry I'm so sorry could could you could you could you repeat again just a little bit slower this time please so it's two four three six three seven nine seven and then what
21156247558560449,1,36,41, three seven nine seven nine four zero three
21156247558560449,0,44,46, uhhuh
21156247558560449,1,56,66, three two one five
21156247558560449,0,70,74, thank you very much for that ma'am just one second please while I look that up your account all right and who am I speaking with today please
21156247558560449,1,78,86, issue my %HESITATION check out
21156247558560449,0,94,99, and so my %HESITATION can I have your six digit access code for the card please
21156247558560449,1,108,115, contact number
21156247558560449,0,120,130, the number you set up your self for the post office when you bought the car it's supposed to be something really easy for you to remember would you like to try six it is number I can tell you if it's right or wrong
21156247558560449,1,134,143, %HESITATION %HESITATION it's hard to actually
21156247558560449,0,147,153, all right not a problem tell me your date of birth and your home address please
21156247558560449,1,160,161, %HESITATION twenty six ten nine nineteen sixty
21156247558560449,0,168,173, uhhuh
21156247558560449,1,177,187, hi my this is used to show and unable to pause it and then the
21156247558560449,0,194,202, okay and the postal code
21156247558560449,1,212,214, five one six one
21156247558560449,0,222,228, and your ball by a place
21156247558560449,1,229,237, zero four one five eight zero three three six one
21156247558560449,0,244,254, okay okay just for you to know I send access codes here mobile I we should be receiving that soon okay so how can I help you today so my %HESITATION
21156247558560449,1,261,267, I just %HESITATION I made online thing I'm not sure if %HESITATION if they travel from my %HESITATION from discard it could you check if needed %HESITATION and lost five %HESITATION days any payment to win today
21156247558560449,0,274,282, well most definitely I can tell your last transactions with the card just one second please
21156247558560449,1,283,292, or how long %HESITATION if it's just a couple of months that's fine but %HESITATION if not fault lost two weeks I need payment twenty three main St is a call from
21156247558560449,0,296,301, someone from your very last transaction it's %HESITATION you was done on July fourth a place called Salim there's %HESITATION and before that the same place again and then Charles for a and that's all in the beginning of the month of July so there's nothing recent
21156247558560449,1,302,305, that's a July this month
21156247558560449,0,310,314, yes July fourth Flanders and then July third Flinders again and then July third Charles we're over %HESITATION worth %HESITATION and we'll wars to %HESITATION so those are the places
21156247558560449,1,316,322, okay because online %HESITATION day I have to stop the %HESITATION that's gone because state limited term money from my %HESITATION
21156247558560449,0,326,329, gotcha
21156247558560449,1,335,338, all right
21156247558560449,0,342,348, all right any other questions or concerns
21156247558560449,1,349,357, %HESITATION no it's it's just such a loss thank you bye
21156247558560449,0,360,370, yes thirty dollars and sixty five cents
21156247558560449,1,374,376, all right thank you so much
21156247558560449,0,383,393, my pleasure thank you so much for calling from the post will go have a good day
21156247558560449,1,398,408, okay bye
21156247558560449,0,414,420, bye bye
26156533789313496,0,1,7,I'm just really post loading go support to secure them and please have your card I. D. number four
26156533789313496,2,10,16, three six three seven nine seven hi to our %HESITATION are two three seven
26156533789313496,0,24,30, I'm so so the lead to a quick minute what's the last eight numbers
26156533789313496,2,40,42, I two R. four R. two three seven
26156533789313496,0,45,47, thank you very much and your full name please
26156533789313496,2,52,59, thank god
26156533789313496,0,67,72, %HESITATION can I have your six digit access code please say
26156533789313496,2,80,85, %HESITATION work that
26156533789313496,0,91,97, your six digit access code do you feel when you purchase upon
26156533789313496,2,102,108, no no I haven't %HESITATION %HESITATION forgotten it in my life
26156533789313496,0,111,118, that's okay can I have your date of birth please
26156533789313496,2,124,133, north seven fifty four
26156533789313496,0,139,145, your mobile number
26156533789313496,2,154,157, %HESITATION double full seven two double seven
26156533789313496,0,167,177, doubles number one of the mobile number yeah
26156533789313496,2,181,182, no I realize that this one that I got cheap on that you can have anything going on no I don't need an account number
26156533789313496,0,186,194, can I have your email address please
26156533789313496,2,202,205, good B. five dot com good B. five dot good buffet at dot com
26156533789313496,0,215,222, say that's incorrect
26156533789313496,2,228,230, good B. say ed dot com and the other one %HESITATION thank god be three to five dot com at J. mail dot com sorry
26156533789313496,0,232,239, have your physical address please
26156533789313496,2,245,251, unit six that I'm not straight contest
26156533789313496,0,260,267, it's stating your posts ago
26156533789313496,2,270,274, sorry for I. one nine
26156533789313496,0,279,284, your state
26156533789313496,2,294,295, %HESITATION Queensland
26156533789313496,0,298,300, thank you family fails twenty access code your email okay you should get that shortly how can I help you today
26156533789313496,2,307,309, %HESITATION %HESITATION %HESITATION wondering how much with the thank with your %HESITATION I may be a good day bye yeah and I withdrew withdrew the %HESITATION sale well I mean with the money is gone back into my account yet or not
26156533789313496,0,317,325, %HESITATION so sorry about the end of when it was the refund process by eBay
26156533789313496,2,330,336, I'm not quite sure hold on and I said the money should be back in to try
26156533789313496,0,339,345, pulled on Sunday meaning Sunday eleven so if that's the case is and take three to five business days for the phone to show up on your card
26156533789313496,2,348,350, %HESITATION that's really lost so I'm telling me yes the dye to ring up to die starting name
26156533789313496,0,354,364, because we don't have control of that say
26156533789313496,2,368,375, no I don't have any
26156533789313496,0,381,384, we would the refund itself we don't control done it's money coming into your account we don't control that per se so when they come in they'll call me and you know no more time frame is three to five business days
